Name,Affiliation,Followers,Likes,Retweets,Replies,Views
anthonyzenkus,Democratic Party,88800,1739,68,190,50019
anthonyzenkus,Democratic Party,88800,277,16,38,8201
anthonyzenkus,Democratic Party,88800,791,23,443,11845
anthonyzenkus,Democratic Party,88800,905,63,372,12920
anthonyzenkus,Democratic Party,88800,1505,44,619,31610
anthonyzenkus,Democratic Party,88800,381,15,234,6644
anthonyzenkus,Democratic Party,88800,1305,43,488,16921
anthonyzenkus,Democratic Party,88800,533,34,315,21785
anthonyzenkus,Democratic Party,88800,644,39,358,22280
anthonyzenkus,Democratic Party,88800,796,57,541,53719
anthonyzenkus,Democratic Party,88800,253,34,151,7044
jimmy_dore,Other,628500,8554,504,2987,777965
jimmy_dore,Other,628500,312,37,92,29873
jimmy_dore,Other,628500,1062,85,300,31417
jimmy_dore,Other,628500,224,52,46,37253
jimmy_dore,Other,628500,232,69,65,49519
IngrahamAngle,Republican Party,4900000,223,38,62,62576
IngrahamAngle,Republican Party,4900000,227,89,51,44360
IngrahamAngle,Republican Party,4900000,486,122,97,35778
IngrahamAngle,Republican Party,4900000,723,127,205,54358
IngrahamAngle,Republican Party,4900000,380,113,115,48246
TomFitton,Republican Party,2700000,249,30,130,17395
TomFitton,Republican Party,2700000,547,54,238,30359
TomFitton,Republican Party,2700000,528,48,440,29929
TomFitton,Republican Party,2700000,1359,58,433,40542
TomFitton,Republican Party,2700000,216,18,71,35428
TomFitton,Republican Party,2700000,349,79,188,39601
TomFitton,Republican Party,2700000,843,38,385,32958
TomFitton,Republican Party,2700000,1139,61,600,96012
PatTheSocialist,Republican Party,71800,1642,34,807,26566
PatTheSocialist,Republican Party,71800,484,3,164,7859
PatTheSocialist,Republican Party,71800,646,21,225,9581
PatTheSocialist,Republican Party,71800,636,31,381,17599
PatTheSocialist,Republican Party,71800,18155,857,4192,883511
PatTheSocialist,Republican Party,71800,1753,21,486,19812
BillOReilly,Republican Party,3300000,2653,53,448,116249
BillOReilly,Republican Party,3300000,221,24,34,36825
BillOReilly,Republican Party,3300000,263,17,41,96614
BillOReilly,Republican Party,3300000,339,77,52,32303
brad_polumbo,Republican Party,65800,233,19,39,11083
brad_polumbo,Republican Party,65800,383,21,33,86241
brad_polumbo,Republican Party,65800,474,119,154,59665
brad_polumbo,Republican Party,65800,612,76,65,45118
brad_polumbo,Republican Party,65800,1340,79,118,54720
BernardKerik,Republican Party,328900,279,16,80,11603
BernardKerik,Republican Party,328900,2489,215,1393,83213
SabbySabs2,Democratic Party,75700,694,32,223,10263
SabbySabs2,Democratic Party,75700,1275,100,429,45061
SabbySabs2,Democratic Party,75700,201,3,14,2079
SabbySabs2,Democratic Party,75700,638,39,166,9536
SabbySabs2,Democratic Party,75700,2264,87,681,44133
SabbySabs2,Democratic Party,75700,256,14,110,6340
SabbySabs2,Democratic Party,75700,366,68,24,9878
SabbySabs2,Democratic Party,75700,579,18,255,16704
SabbySabs2,Democratic Party,75700,271,38,161,6404
SabbySabs2,Democratic Party,75700,508,33,194,13016
SabbySabs2,Democratic Party,75700,676,45,300,14820
natsechobbyist,Democratic Party,477600,631,67,31,19732
natsechobbyist,Democratic Party,477600,802,3552,363,430458
natsechobbyist,Democratic Party,477600,851,32,285,28100
natsechobbyist,Democratic Party,477600,727,29,38,9023
natsechobbyist,Democratic Party,477600,1568,4,595,41068
BobMurphyEcon,Republican Party,103800,567,59,80,47164
BobMurphyEcon,Republican Party,103800,254,3,21,21861
BobMurphyEcon,Republican Party,103800,207,9,34,18340
BobMurphyEcon,Republican Party,103800,209,19,20,11859
BobMurphyEcon,Republican Party,103800,340,13,38,12335
BobMurphyEcon,Republican Party,103800,1077,123,181,92430
BobMurphyEcon,Republican Party,103800,327,18,34,11647
TristanSnell,Democratic Party,571900,104244,9425,31318,3833874
TristanSnell,Democratic Party,571900,24600,2686,8356,679713
TristanSnell,Democratic Party,571900,25561,1355,8086,390695
TristanSnell,Democratic Party,571900,4178,128,1086,91129
TristanSnell,Democratic Party,571900,3255,197,683,64051
TristanSnell,Democratic Party,571900,63401,3052,18402,956530
RonFilipkowski,Democratic Party,1000000,813,53,317,133723
RonFilipkowski,Democratic Party,1000000,1520,103,363,66505
RonFilipkowski,Democratic Party,1000000,2370,253,703,58445
RonFilipkowski,Democratic Party,1000000,1244,46,229,44492
RonFilipkowski,Democratic Party,1000000,1440,1016,476,159444
benshapiro,Republican Party,7000000,337,9,22,79878
benshapiro,Republican Party,7000000,2497,881,289,597582
benshapiro,Republican Party,7000000,20479,2685,4076,1700450
benshapiro,Republican Party,7000000,31297,2118,5374,1271005
benshapiro,Republican Party,7000000,491,40,58,70206
benshapiro,Republican Party,7000000,1069,104,236,157540
benshapiro,Republican Party,7000000,4636,1597,618,1214405
benshapiro,Republican Party,7000000,2780,273,356,290995
Jaybefaunt,Republican Party,54500,255,7,77,7496
Jaybefaunt,Republican Party,54500,412,13,87,8295
Jaybefaunt,Republican Party,54500,3835,359,842,46643
Jaybefaunt,Republican Party,54500,232,26,83,3250
Jaybefaunt,Republican Party,54500,1584,182,205,35008
Jaybefaunt,Republican Party,54500,274,19,35,4086
Jaybefaunt,Republican Party,54500,346,28,81,9623
Jaybefaunt,Republican Party,54500,796,18,52,13519
Jaybefaunt,Republican Party,54500,272,8,114,6729
Jaybefaunt,Republican Party,54500,1069,32,345,23949
Jaybefaunt,Republican Party,54500,544,9,29,58334
KyleClark,Democratic Party,237100,971,147,341,185211
KyleClark,Democratic Party,237100,254,63,89,39713
ThomasEWoods,Republican Party,189500,337,17,34,7298
ThomasEWoods,Republican Party,189500,439,96,33,25360
ThomasEWoods,Republican Party,189500,306,7,20,13864
ComicDaveSmith,Republican Party,570400,510,69,54,59400
ComicDaveSmith,Republican Party,570400,5891,399,287,980077
ComicDaveSmith,Republican Party,570400,3825,216,421,208082
ComicDaveSmith,Republican Party,570400,329,9,33,25583
ComicDaveSmith,Republican Party,570400,2045,126,130,170718
ComicDaveSmith,Republican Party,570400,339,26,19,12045
ComicDaveSmith,Republican Party,570400,412,28,30,58769
ComicDaveSmith,Republican Party,570400,1780,97,175,91019
ComicDaveSmith,Republican Party,570400,339,26,19,12046
TheRickWilson,Democratic Party,1600000,3334,90,315,77274
TheRickWilson,Democratic Party,1600000,1634,47,304,95900
TheRickWilson,Democratic Party,1600000,599,76,192,60907
TheRickWilson,Democratic Party,1600000,2311,29,218,48497
FreemansMind96,Republican Party,"4,682",335,18,33,113951
KyleKulinski,Democratic Party,462300,1383,61,410,55192
KyleKulinski,Democratic Party,462300,979,127,194,61986
KyleKulinski,Democratic Party,462300,1089,56,157,78484
KyleKulinski,Democratic Party,462300,1071,54,199,75130
KyleKulinski,Democratic Party,462300,2303,112,176,115756
KyleKulinski,Democratic Party,462300,772,40,104,60658
KyleKulinski,Democratic Party,462300,2108,49,395,76887
KyleKulinski,Democratic Party,462300,382,18,38,25931
KyleKulinski,Democratic Party,462300,1732,124,275,75193
seanhannity,Republican Party,6700000,381,428,335,93255
seanhannity,Republican Party,6700000,240,60,123,61262
seanhannity,Republican Party,6700000,247,52,46,47173
seanhannity,Republican Party,6700000,262,88,50,54337
seanhannity,Republican Party,6700000,220,45,27,60775
seanhannity,Republican Party,6700000,324,55,67,44678
seanhannity,Republican Party,6700000,492,45,79,34962
seanhannity,Republican Party,6700000,2740,283,309,79444
seanhannity,Republican Party,6700000,213,67,58,58863
seanhannity,Republican Party,6700000,894,76,123,52323
funder,Democratic Party,1100000,10979,5350,4279,403500
benshapiro,Republican Party,7000000,11133,7616,2851,6463090
benshapiro,Republican Party,7000000,14432,5763,1874,1170719
benshapiro,Republican Party,7000000,31283,2113,5362,1271302
benshapiro,Republican Party,7000000,998,138,195,90391
benshapiro,Republican Party,7000000,16611,1409,2737,590480
benshapiro,Republican Party,7000000,26571,1394,2929,849791
benshapiro,Republican Party,7000000,32881,8130,6590,3980142
benshapiro,Republican Party,7000000,41498,4654,10261,3034132
benshapiro,Republican Party,7000000,33563,14296,7459,4222129
benshapiro,Republican Party,7000000,4455,749,575,395082
benshapiro,Republican Party,7000000,2781,273,353,291018
IngrahamAngle,Republican Party,4900000,574,85,144,44501
RealSpikeCohen,Republican Party,222100,6409,476,2854,905573
RealSpikeCohen,Republican Party,222100,922,84,199,71881
RealSpikeCohen,Republican Party,222100,3425,181,1132,328980
RealSpikeCohen,Republican Party,222100,243,8,12,11227
briebriejoy,Democratic Party,418700,217,18,70,19486
briebriejoy,Democratic Party,418700,206,23,52,15113
briebriejoy,Democratic Party,418700,347,46,187,25078
briebriejoy,Democratic Party,418700,1841,481,953,158200
briebriejoy,Democratic Party,418700,838,35,272,36374
ComicDaveSmith,Republican Party,570400,7861,530,1755,632686
ComicDaveSmith,Republican Party,570400,3947,320,294,481992
ComicDaveSmith,Republican Party,570400,9217,873,1314,929628
ComicDaveSmith,Republican Party,570400,829,145,84,108046
TheRickWilson,Democratic Party,1600000,267,8,62,31333
TheRickWilson,Democratic Party,1600000,777,50,154,77271
TheRickWilson,Democratic Party,1600000,1633,47,304,95932
FreemansMind96,Republican Party,"4,682",483,18,36,6504
FreemansMind96,Republican Party,"4,682",249,9,4,3928
KyleKulinski,Democratic Party,462300,1799,131,560,78208
KyleKulinski,Democratic Party,462300,1072,49,274,52965
seanhannity,Republican Party,6700000,660,40,128,34295
funder,Democratic Party,1100000,338,59,165,8719
funder,Democratic Party,1100000,1082,84,429,30082
fred_guttenberg,Democratic Party,524700,263,22,48,18922
fred_guttenberg,Democratic Party,524700,1115,92,239,64483
fred_guttenberg,Democratic Party,524700,570,30,203,25344
fred_guttenberg,Democratic Party,524700,494,19,172,19843
fred_guttenberg,Democratic Party,524700,220,9,35,11985
LeeCamp,Other,226700,440,13,259,12840
LeeCamp,Other,226700,806,33,433,21111
LeeCamp,Other,226700,1220,54,922,139645
LeeCamp,Other,226700,739,47,425,29643
LeeCamp,Other,226700,330,13,205,14567
LeeCamp,Other,226700,952,40,480,47916
LeeCamp,Other,226700,685,47,294,23736
JordanChariton,Democratic Party,128400,196,4,65,14612
JordanChariton,Democratic Party,128400,315,22,124,11969
JordanChariton,Democratic Party,128400,640,11,125,12266
JordanChariton,Democratic Party,128400,203,5,95,4722
JordanChariton,Democratic Party,128400,1395,2,136,34250
JordanChariton,Democratic Party,128400,1690,5,171,37368
mmpadellan,Democratic Party,1300000,3900,1216,2146,248027
mmpadellan,Democratic Party,1300000,892,110,175,32411
mmpadellan,Democratic Party,1300000,5003,405,1190,123312
mmpadellan,Democratic Party,1300000,203,61,73,27821
mmpadellan,Democratic Party,1300000,29181,2880,7332,731008
charliekirk11,Republican Party,3600000,939,76,139,100937
charliekirk11,Republican Party,3600000,2540,279,612,529652
charliekirk11,Republican Party,3600000,1730,425,359,236783
charliekirk11,Republican Party,3600000,3967,566,1308,198541
charliekirk11,Republican Party,3600000,27328,1182,10481,2560372
charliekirk11,Republican Party,3600000,824,116,275,106714
davidsirota,Democratic Party,336700,623,77,160,25645
kylegriffin1,Democratic Party,1400000,1983,57,239,92918
kylegriffin1,Democratic Party,1400000,821,56,179,97575
kylegriffin1,Democratic Party,1400000,2739,97,325,158066
kylegriffin1,Democratic Party,1400000,2603,79,557,186966
kylegriffin1,Democratic Party,1400000,4119,65,998,202788
kylegriffin1,Democratic Party,1400000,1826,36,242,112904
TuckerCarlson,Republican Party,14100000,54702,4107,18332,11713232
elonmusk,Republican Party,201800000,44162,8358,10475,6457218
elonmusk,Republican Party,201800000,261126,18135,28047,85691459
elonmusk,Republican Party,201800000,148044,17938,26011,25462626
elonmusk,Republican Party,201800000,34170,5062,7042,48396757
elonmusk,Republican Party,201800000,4181,3697,1527,941056
itsJeffTiedrich,Democratic Party,1100000,1547,57,438,78958
itsJeffTiedrich,Democratic Party,1100000,953,34,273,27242
itsJeffTiedrich,Democratic Party,1100000,17257,432,2079,428383
bluestein,Democratic Party,143400,411,4,103,16664
bluestein,Democratic Party,143400,835,31,298,112105
bluestein,Democratic Party,143400,264,16,44,22405
bluestein,Democratic Party,143400,238,3,74,21824
krystalball,Democratic Party,587700,907,52,482,44042
krystalball,Democratic Party,587700,1753,182,670,147212
krystalball,Democratic Party,587700,10846,7373,3168,1591146
krystalball,Democratic Party,587700,238,17,46,18788
SarcasmStardust,Republican Party,127900,233,3,105,5344
SarcasmStardust,Republican Party,127900,578,56,144,13945
SarcasmStardust,Republican Party,127900,203,3,61,3326
SarcasmStardust,Republican Party,127900,425,20,143,8979
SarcasmStardust,Republican Party,127900,712,39,195,11653
SarcasmStardust,Republican Party,127900,976,69,262,15417
AnnCoulter,Republican Party,2100000,481,85,62,45563
AnnCoulter,Republican Party,2100000,347,62,69,28088
AnnCoulter,Republican Party,2100000,305,38,61,25631
AnnCoulter,Republican Party,2100000,1605,128,127,74326
AnnCoulter,Republican Party,2100000,848,63,283,46492
AnnCoulter,Republican Party,2100000,328,45,74,93222
SteveSchmidtSES,Democratic Party,1500000,742,41,119,103166
SteveSchmidtSES,Democratic Party,1500000,798,70,190,99071
SteveSchmidtSES,Democratic Party,1500000,887,180,256,78056
SteveSchmidtSES,Democratic Party,1500000,4262,314,1588,228271
SteveSchmidtSES,Democratic Party,1500000,209,8,33,23220
SocialistMMA,Other,143800,511,19,235,14513
SocialistMMA,Other,143800,332,10,149,7943
SocialistMMA,Other,143800,393,15,159,9123
SocialistMMA,Other,143800,677,56,261,54065
SocialistMMA,Other,143800,357,22,125,6629
SocialistMMA,Other,143800,1315,95,518,51714
SocialistMMA,Other,143800,242,4,65,7717
gtconway3d,Republican Party,2300000,5826,752,2057,1651064
gtconway3d,Republican Party,2300000,293,29,96,80381
gtconway3d,Republican Party,2300000,249,21,54,82381
gtconway3d,Republican Party,2300000,726,134,149,203814
ProudSocialist,Democratic Party,361300,6880,600,2353,658908
fred_guttenberg,Democratic Party,524700,631,22,122,25921
fred_guttenberg,Democratic Party,524700,460,29,129,44170
fred_guttenberg,Democratic Party,524700,296,17,57,33359
fred_guttenberg,Democratic Party,524700,280,48,48,37240
LeeCamp,Other,226700,632,27,366,22042
LeeCamp,Other,226700,563,22,355,24916
LeeCamp,Other,226700,807,33,432,21110
LeeCamp,Other,226700,253,12,146,5246
JordanChariton,Democratic Party,128400,493,7,109,17720
JordanChariton,Democratic Party,128400,11017,40,3003,544959
JordanChariton,Democratic Party,128400,1201,22,316,58869
JordanChariton,Democratic Party,128400,223,31,79,8557
mmpadellan,Democratic Party,1300000,5852,954,612,251080
mmpadellan,Democratic Party,1300000,15884,1898,2544,689734
charliekirk11,Republican Party,3600000,7159,1643,3176,751683
charliekirk11,Republican Party,3600000,17060,908,5977,2171970
davidsirota,Democratic Party,336700,443,11,55,30799
davidsirota,Democratic Party,336700,1125,42,421,36599
davidsirota,Democratic Party,336700,598,19,166,16808
davidsirota,Democratic Party,336700,443,11,55,30799
kylegriffin1,Democratic Party,1400000,1773,55,496,111688
kylegriffin1,Democratic Party,1400000,3974,123,741,192238
kylegriffin1,Democratic Party,1400000,2749,141,653,141160
TuckerCarlson,Republican Party,14100000,111304,7100,24205,8258920
TuckerCarlson,Republican Party,14100000,14031,597,2094,2369955
TuckerCarlson,Republican Party,14100000,58791,3490,25467,9274010
itsJeffTiedrich,Democratic Party,1100000,19943,1082,3345,325181
itsJeffTiedrich,Democratic Party,1100000,19332,941,3442,240803
itsJeffTiedrich,Democratic Party,1100000,19262,643,3570,473972
bluestein,Democratic Party,143400,282,96,126,408973
krystalball,Democratic Party,587700,3408,137,591,114093
krystalball,Democratic Party,587700,1704,145,520,98755
krystalball,Democratic Party,587700,646,95,317,92141
krystalball,Democratic Party,587700,8826,537,2242,713310
krystalball,Democratic Party,587700,646,95,317,92141
SarcasmStardust,Republican Party,127900,584,24,309,14820
SarcasmStardust,Republican Party,127900,384,12,177,19024
SarcasmStardust,Republican Party,127900,314,16,119,7133
SarcasmStardust,Republican Party,127900,330,12,130,8038
SarcasmStardust,Republican Party,127900,314,16,119,7133
AnnCoulter,Republican Party,2100000,304,86,90,54388
AnnCoulter,Republican Party,2100000,538,113,130,101805
AnnCoulter,Republican Party,2100000,1466,688,201,193743
AnnCoulter,Republican Party,2100000,419,36,39,70035
AnnCoulter,Republican Party,2100000,420,54,61,49252
SteveSchmidtSES,Democratic Party,1500000,13223,810,4037,1048489
SocialistMMA,Other,143800,4085,24,2035,80952
SocialistMMA,Other,143800,513,19,235,14489
SocialistMMA,Other,143800,221,17,47,6593
SocialistMMA,Other,143800,279,14,104,9401
gtconway3d,Republican Party,2300000,1819,53,520,299509
gtconway3d,Republican Party,2300000,2416,78,623,602142
gtconway3d,Republican Party,2300000,2528,106,294,389445
gtconway3d,Republican Party,2300000,1819,53,520,299509
briebriejoy,Democratic Party,418700,482,6,127,15713
briebriejoy,Democratic Party,418700,260,21,53,29650
briebriejoy,Democratic Party,418700,5390,299,1214,123264
briebriejoy,Democratic Party,418700,255,15,21,10490
briebriejoy,Democratic Party,418700,8785,1011,1858,579066
briebriejoy,Democratic Party,418700,211,23,41,20849
briebriejoy,Democratic Party,418700,500,26,150,22337
briebriejoy,Democratic Party,418700,614,47,150,75628
PatTheSocialist,Republican Party,71800,455,24,128,7381
PatTheSocialist,Republican Party,71800,1958,145,568,47023
PatTheSocialist,Republican Party,71800,1289,23,281,14418
PatTheSocialist,Republican Party,71800,610,16,179,14789
PatTheSocialist,Republican Party,71800,312,14,74,3633
PatTheSocialist,Republican Party,71800,2442,39,807,67950
PatTheSocialist,Republican Party,71800,1973,93,440,54019
PatTheSocialist,Republican Party,71800,593,12,146,9649
SabbySabs2,Democratic Party,75700,226,18,111,9473
SabbySabs2,Democratic Party,75700,206,8,78,4588
SabbySabs2,Democratic Party,75700,273,12,115,5483
SabbySabs2,Democratic Party,75700,389,46,112,8489
SabbySabs2,Democratic Party,75700,588,33,212,10471
SabbySabs2,Democratic Party,75700,275,18,135,6055
SabbySabs2,Democratic Party,75700,472,56,162,18580
SabbySabs2,Democratic Party,75700,401,14,186,8335
SabbySabs2,Democratic Party,75700,322,17,142,4811
SabbySabs2,Democratic Party,75700,235,14,78,5367
SabbySabs2,Democratic Party,75700,311,20,136,8764
TristanSnell,Democratic Party,571900,22055,1200,9550,331792
BernardKerik,Republican Party,328900,212,15,150,6788
BernardKerik,Republican Party,328900,204,13,51,6566
BernardKerik,Republican Party,328900,896,125,429,75958
BernardKerik,Republican Party,328900,296,13,76,9125
BillOReilly,Republican Party,3300000,486,26,93,171849
Jaybefaunt,Republican Party,54500,312,12,95,5063
Jaybefaunt,Republican Party,54500,249,5,73,3713
Jaybefaunt,Republican Party,54500,275,11,126,5030
Jaybefaunt,Republican Party,54500,515,23,198,6021
Jaybefaunt,Republican Party,54500,753,50,559,54776
Jaybefaunt,Republican Party,54500,327,8,88,3928
Jaybefaunt,Republican Party,54500,515,23,198,6021
Jaybefaunt,Republican Party,54500,289,20,77,6473
ThomasEWoods,Republican Party,189500,280,28,60,11845
TomFitton,Republican Party,2700000,3386,101,1129,62557
TomFitton,Republican Party,2700000,422,48,211,48279
TomFitton,Republican Party,2700000,3177,248,1023,88112
BarbMcQuade,Democratic Party,704200,683,14,59,24961
BarbMcQuade,Democratic Party,704200,784,14,48,25300
jimmy_dore,Other,628500,541,55,116,33826
jimmy_dore,Other,628500,346,24,28,23494
jimmy_dore,Other,628500,215,12,20,13428
RonFilipkowski,Democratic Party,1000000,34866,4802,18715,10733427
RonFilipkowski,Democratic Party,1000000,3056,306,597,552234
anthonyzenkus,Democratic Party,88800,591,29,370,12159
anthonyzenkus,Democratic Party,88800,5419,289,2199,101954
anthonyzenkus,Democratic Party,88800,1016,52,741,30287
anthonyzenkus,Democratic Party,88800,465,20,245,8714
anthonyzenkus,Democratic Party,88800,361,3,10,2854
anthonyzenkus,Democratic Party,88800,329,5,37,4865
benshapiro,Republican Party,7000000,941,358,119,132779
benshapiro,Republican Party,7000000,1259,107,147,245695
benshapiro,Republican Party,7000000,5622,3780,1157,1097497
benshapiro,Republican Party,7000000,24177,4531,3540,3813012
benshapiro,Republican Party,7000000,16712,1560,3228,1985328
benshapiro,Republican Party,7000000,1203,104,99,96913
benshapiro,Republican Party,7000000,1570,370,190,129644
benshapiro,Republican Party,7000000,15428,2503,2828,1113950
benshapiro,Republican Party,7000000,10326,5459,2665,2992359
benshapiro,Republican Party,7000000,11720,884,2028,490193
IngrahamAngle,Republican Party,4900000,368,86,95,49090
RealSpikeCohen,Republican Party,222100,470,7,23,7803
ThomasEWoods,Republican Party,189500,208,10,11,9953
ComicDaveSmith,Republican Party,570400,6540,664,738,328267
ComicDaveSmith,Republican Party,570400,4907,645,483,623367
ComicDaveSmith,Republican Party,570400,9284,609,1395,595725
ComicDaveSmith,Republican Party,570400,1166,224,90,88314
ComicDaveSmith,Republican Party,570400,510,23,25,54948
ComicDaveSmith,Republican Party,570400,267,7,4,22627
ComicDaveSmith,Republican Party,570400,240,12,10,7231
ComicDaveSmith,Republican Party,570400,2285,88,227,177861
FreemansMind96,Republican Party,"4,682",239,8,79,4126
RonFilipkowski,Democratic Party,1000000,4799,2130,762,526498
RonFilipkowski,Democratic Party,1000000,1106,79,315,54148
RonFilipkowski,Democratic Party,1000000,2005,132,228,121793
RonFilipkowski,Democratic Party,1000000,5266,155,1039,383783
RonFilipkowski,Democratic Party,1000000,1402,117,712,96305
RonFilipkowski,Democratic Party,1000000,1236,46,226,44511
RonFilipkowski,Democratic Party,1000000,954,1170,217,169927
RonFilipkowski,Democratic Party,1000000,780,365,186,101705
RonFilipkowski,Democratic Party,1000000,5784,704,1435,411687
KyleKulinski,Democratic Party,462300,3159,146,555,180631
funder,Democratic Party,1100000,4181,5,1968,44641
mmpadellan,Democratic Party,1300000,8496,5150,2079,307279
krystalball,Democratic Party,587700,1266,135,480,145547
krystalball,Democratic Party,587700,2145,128,717,167628
SteveSchmidtSES,Democratic Party,1500000,505,58,89,99222
BillOReilly,Republican Party,3300000,691,31,38,67142
BillOReilly,Republican Party,3300000,434,35,24,41324
jimmy_dore,Other,628500,4281,300,1647,285714
TheRickWilson,Democratic Party,1600000,3046,265,658,167444
davidsirota,Democratic Party,336700,1061,24,567,78633
davidsirota,Democratic Party,336700,443,11,55,30879
Jaybefaunt,Republican Party,54500,515,23,197,6026
Jaybefaunt,Republican Party,54500,248,5,73,3713
Jaybefaunt,Republican Party,54500,32089,649,9576,644271
Jaybefaunt,Republican Party,54500,297,3,119,5444
TomFitton,Republican Party,2700000,197,26,68,26684
TomFitton,Republican Party,2700000,349,29,135,28097
seanhannity,Republican Party,6700000,582,61,109,47632
TuckerCarlson,Republican Party,14100000,83854,10882,29830,19330710
AnnCoulter,Republican Party,2100000,304,11,48,91273
PatTheSocialist,Republican Party,71800,904,97,268,12294
PatTheSocialist,Republican Party,71800,1945,40,572,29112
PatTheSocialist,Republican Party,71800,206,9,70,4042
TristanSnell,Democratic Party,571900,6663,137,3114,78963
TristanSnell,Democratic Party,571900,1923,58,650,36648
BobMurphyEcon,Republican Party,103800,790,63,82,49629
BarbMcQuade,Democratic Party,704200,746,12,52,18307
BarbMcQuade,Democratic Party,704200,1728,15,110,34741
natsechobbyist,Democratic Party,477600,2340,39,540,154415
natsechobbyist,Democratic Party,477600,4235,747,683,401663
anthonyzenkus,Democratic Party,88800,602,45,308,21158
anthonyzenkus,Democratic Party,88800,593,22,348,9197
benshapiro,Republican Party,7000000,3384,186,418,256009
benshapiro,Republican Party,7000000,14118,1983,2052,1732459
benshapiro,Republican Party,7000000,1064,102,234,157603
benshapiro,Republican Party,7000000,1966,117,226,296047
benshapiro,Republican Party,7000000,1064,102,234,157603
briebriejoy,Democratic Party,418700,1886,216,812,129980
briebriejoy,Democratic Party,418700,1267,101,482,44884
fred_guttenberg,Democratic Party,524700,1265,179,240,86833
fred_guttenberg,Democratic Party,524700,2824,312,531,266140
LeeCamp,Other,226700,284,21,179,6545
JordanChariton,Democratic Party,128400,1387,2,135,34257
kylegriffin1,Democratic Party,1400000,4567,76,1088,181490
kylegriffin1,Democratic Party,1400000,3419,53,781,173122
kylegriffin1,Democratic Party,1400000,1720,34,331,85329
kylegriffin1,Democratic Party,1400000,519,37,126,65959
kylegriffin1,Democratic Party,1400000,1895,26,312,80210
elonmusk,Republican Party,201800000,162231,11245,64463,15048573
bluestein,Democratic Party,143400,896,31,176,116273
bluestein,Democratic Party,143400,222,36,60,43873
SarcasmStardust,Republican Party,127900,7886,375,3581,523848
SarcasmStardust,Republican Party,127900,203,3,60,3327
SocialistMMA,Other,143800,728,36,318,23737
SocialistMMA,Other,143800,635,38,361,42292
SocialistMMA,Other,143800,724,31,345,19602
JoJoFromJerz,Democratic Party,1000000,303,17,50,40159
JoJoFromJerz,Democratic Party,1000000,2026,90,165,66902
JoJoFromJerz,Democratic Party,1000000,5120,727,1100,356681
JoJoFromJerz,Democratic Party,1000000,1447,345,302,65718
JoJoFromJerz,Democratic Party,1000000,955,234,207,56274
JoJoFromJerz,Democratic Party,1000000,5528,312,434,155735
DineshDSouza,Republican Party,4300000,7512,402,2169,194501
DineshDSouza,Republican Party,4300000,565,89,361,81310
DineshDSouza,Republican Party,4300000,328,84,96,69815
DineshDSouza,Republican Party,4300000,286,27,56,48664
DineshDSouza,Republican Party,4300000,480,33,135,70599
DineshDSouza,Republican Party,4300000,398,34,114,120193
TheLeoTerrell,Republican Party,2200000,1891,124,702,104474
TheLeoTerrell,Republican Party,2200000,331,91,81,14571
TheLeoTerrell,Republican Party,2200000,231,19,36,18574
TheLeoTerrell,Republican Party,2200000,745,58,99,24685
TheLeoTerrell,Republican Party,2200000,307,87,67,24252
TheLeoTerrell,Republican Party,2200000,441,48,74,24611
donaldjtrumpjr,Republican Party,12400000,1139,198,541,111322
donaldjtrumpjr,Republican Party,12400000,17482,2635,3636,978057
donaldjtrumpjr,Republican Party,12400000,19049,2625,6342,2890410
donaldjtrumpjr,Republican Party,12400000,16759,1977,4846,427855
donaldjtrumpjr,Republican Party,12400000,36166,1646,13457,1259341
donaldjtrumpjr,Republican Party,12400000,1799,260,413,123779
spiritofho,Other,146800,645,166,261,75280
spiritofho,Other,146800,1929,96,1432,41645
spiritofho,Other,146800,1398,61,963,35049
spiritofho,Other,146800,884,84,402,19465
spiritofho,Other,146800,1617,80,811,39041
spiritofho,Other,146800,832,55,377,16714
spiritofho,Other,146800,579,47,259,20168
MollyJongFast,Democratic Party,1000000,1590,52,536,179093
MollyJongFast,Democratic Party,1000000,2667,80,339,98644
MollyJongFast,Democratic Party,1000000,11387,169,2657,288055
MollyJongFast,Democratic Party,1000000,2323,149,560,77636
FiorellaIsabelM,Other,206400,298,9,193,11077
FiorellaIsabelM,Other,206400,516,43,487,16119
FiorellaIsabelM,Other,206400,248,17,187,13328
FiorellaIsabelM,Other,206400,237,21,155,11113
FiorellaIsabelM,Other,206400,203,7,165,13874
FiorellaIsabelM,Other,206400,525,42,397,14105
aaronjmate,Democratic Party,437700,395,11,140,14627
aaronjmate,Democratic Party,437700,4469,113,2000,127914
aaronjmate,Democratic Party,437700,1779,54,865,57992
aaronjmate,Democratic Party,437700,5222,150,2155,100776
aaronjmate,Democratic Party,437700,4518,280,2082,114229
aaronjmate,Democratic Party,437700,574,30,240,29641
